ID рейса;ID автомобиля;ID водителя;Дата начала рейса;Дата окончания рейса;Расстояние; Стоимость  
424;36;496;28.10.2022;20.01.2023;2835; 2 582 р. 
425;986;2213;05.07.2023;22.08.2023;1780; 6 973 р. 
426;2450;1895;05.01.2023;19.01.2023;53; 507 р. 
427;1621;2509;12.10.2022;04.01.2023;2000; 1 779 р. 
428;2048;2189;06.07.2023;18.08.2023;2140; 5 313 р. 
429;930;1518;22.12.2022;21.02.2023;1230; 3 449 р. 
430;1253;2001;30.08.2022;10.09.2022;1850; 723 р. 
431;1409;2397;10.01.2023;15.02.2023;182; 613 р. 
432;1428;1990;15.05.2023;18.08.2023;2919; 397 р. 
433;918;1368;31.10.2022;21.01.2023;2023; 5 477 р. 
434;2420;980;17.05.2023;22.08.2023;991; 493 р. 
435;1820;432;03.10.2022;19.12.2022;774; 3 181 р. 
436;2588;2499;29.12.2022;23.01.2023;2283; 9 971 р. 
437;2296;2094;08.03.2023;22.04.2023;1239; 6 883 р. 
438;1961;25;12.09.2022;10.11.2022;2763; 7 569 р. 
439;1710;716;01.11.2022;29.11.2022;254; 4 269 р. 
440;178;1177;04.03.2023;20.03.2023;2249; 9 089 р. 
441;1747;1712;08.05.2023;23.05.2023;1590; 6 282 р. 
442;1283;2142;01.05.2023;27.07.2023;1606; 7 819 р. 
443;1029;778;24.06.2023;20.08.2023;2112; 7 977 р. 
444;425;1845;01.02.2023;16.04.2023;1160; 6 451 р. 
445;1128;1709;10.03.2023;02.04.2023;1456; 6 362 р. 
446;2531;1773;01.03.2023;02.05.2023;2602; 7 530 р. 
447;1273;158;11.02.2023;01.05.2023;2411; 3 839 р. 
448;1890;2750;03.04.2023;08.07.2023;233; 179 р. 
449;548;2751;01.08.2023;27.09.2023;1122; 282 р. 
450;758;914;25.03.2023;17.06.2023;1334; 1 890 р. 
451;2300;2353;13.01.2023;02.03.2023;192; 8 884 р. 
452;1866;1031;14.11.2022;15.12.2022;2451; 5 971 р. 
453;2115;2385;09.11.2022;17.12.2022;1332; 9 329 р. 
454;104;2116;10.08.2023;30.09.2023;2080; 128 р. 
455;978;1379;19.07.2023;12.08.2023;2809; 5 055 р. 
456;2965;2553;12.03.2023;10.05.2023;2430; 1 769 р. 
457;2942;2922;30.12.2022;05.04.2023;1841; 7 614 р. 
458;2817;483;04.12.2022;16.02.2023;1960; 1 661 р. 
459;889;386;15.02.2023;22.04.2023;2862; 9 593 р. 
460;886;390;08.01.2023;08.04.2023;1690; 9 617 р. 
461;1940;2499;08.09.2022;10.11.2022;1371; 8 918 р. 
462;2560;1634;13.12.2022;19.03.2023;829; 3 501 р. 
463;2299;1813;22.12.2022;09.02.2023;1505; 4 247 р. 
464;1118;2943;22.01.2023;17.03.2023;3000; 8 544 р. 
465;576;329;05.09.2022;05.11.2022;636; 9 956 р. 
466;1843;2730;05.12.2022;11.02.2023;5; 687 р. 
467;1897;1694;30.09.2022;28.12.2022;1560; 2 228 р. 
468;1647;405;04.07.2023;21.09.2023;860; 7 702 р. 
469;11;2591;22.03.2023;06.05.2023;1200; 1 249 р. 
470;651;2249;11.01.2023;24.01.2023;370; 3 131 р. 
471;939;2931;28.06.2023;19.09.2023;2480; 289 р. 
472;1913;2513;22.11.2022;05.02.2023;2274; 254 р. 
473;2081;1654;18.04.2023;23.07.2023;55; 7 266 р. 
474;2058;953;21.03.2023;08.04.2023;1658; 8 800 р. 
475;1607;1379;16.02.2023;11.05.2023;1334; 7 696 р. 
476;2456;2889;13.06.2023;25.06.2023;2283; 6 344 р. 
477;491;2772;21.08.2022;03.10.2022;137; 4 442 р. 
478;730;170;21.08.2022;05.11.2022;2713; 3 352 р. 
479;1374;501;23.06.2023;06.07.2023;52; 6 946 р. 
480;2910;1363;06.05.2023;16.05.2023;1137; 5 367 р. 
481;2450;795;18.11.2022;02.02.2023;1040; 3 902 р. 
482;1802;2030;02.06.2023;05.08.2023;1600; 1 178 р. 
483;607;211;28.03.2023;04.07.2023;678; 3 833 р. 
484;1706;568;16.12.2022;30.12.2022;2389; 9 306 р. 
485;50;1969;15.03.2023;29.05.2023;1158; 6 929 р. 
486;2050;1605;17.05.2023;08.08.2023;1352; 3 516 р. 
487;2998;30;12.10.2022;12.12.2022;1626; 9 828 р. 
488;1899;970;02.04.2023;18.05.2023;1690; 3 866 р. 
489;381;2159;15.01.2023;10.04.2023;2231; 7 807 р. 
490;1386;2919;01.10.2022;18.10.2022;142; 2 583 р. 
491;1104;155;19.07.2023;15.10.2023;2262; 2 041 р. 
492;953;2405;27.10.2022;07.11.2022;1799; 5 328 р. 
493;2196;2143;12.09.2022;19.10.2022;1071; 7 439 р. 
494;2667;2512;24.08.2022;09.10.2022;1807; 558 р. 
495;550;589;29.05.2023;25.06.2023;1906; 5 534 р. 
496;2486;1611;19.10.2022;05.12.2022;335; 7 200 р. 
497;827;1821;03.11.2022;27.01.2023;2510; 8 093 р. 
498;185;140;15.08.2022;17.10.2022;2928; 7 904 р. 
499;2472;2473;26.05.2023;03.08.2023;2789; 800 р. 
500;2198;2692;12.01.2023;31.01.2023;154; 4 794 р. 
501;1082;1453;15.08.2022;13.10.2022;94; 4 487 р. 
502;1885;2157;14.03.2023;03.05.2023;1148; 3 888 р. 
503;2817;2088;03.01.2023;08.04.2023;2289; 1 481 р. 
504;556;2416;28.06.2023;30.09.2023;590; 1 586 р. 
505;2856;1082;01.03.2023;09.05.2023;941; 8 385 р. 
506;1363;1592;30.06.2023;27.07.2023;1606; 2 278 р. 
507;1840;1407;16.02.2023;01.03.2023;2692; 5 057 р. 
508;1272;820;20.09.2022;15.10.2022;475; 7 468 р. 
509;402;337;01.05.2023;08.08.2023;590; 3 467 р. 
510;973;892;04.09.2022;28.09.2022;2397; 9 252 р. 
511;1932;44;12.11.2022;15.12.2022;1594; 6 218 р. 
512;2797;575;16.11.2022;03.12.2022;158; 3 140 р. 
513;117;1364;17.05.2023;30.06.2023;1023; 8 636 р. 
514;436;1564;12.05.2023;11.07.2023;1952; 2 102 р. 
515;2433;2945;14.03.2023;13.05.2023;2497; 1 432 р. 
516;2410;1426;24.09.2022;18.10.2022;14; 694 р. 
517;1192;2793;21.01.2023;07.03.2023;2541; 563 р. 
518;169;198;27.06.2023;06.08.2023;1422; 8 818 р. 
519;2972;1540;30.01.2023;25.02.2023;2304; 918 р. 
520;865;2285;14.07.2023;13.09.2023;2464; 5 832 р. 
521;274;968;20.10.2022;22.12.2022;1836; 868 р. 
522;1832;152;23.04.2023;25.07.2023;1114; 6 248 р. 
523;2223;2505;16.08.2022;24.10.2022;2993; 6 857 р. 
524;1603;2133;02.03.2023;13.03.2023;1573; 9 393 р. 
525;728;1560;13.06.2023;19.08.2023;2467; 6 358 р. 
526;1954;2060;09.10.2022;10.12.2022;2824; 9 046 р. 
527;2384;1249;05.02.2023;06.03.2023;697; 9 786 р. 
528;1764;1269;27.08.2022;07.11.2022;84; 2 620 р. 
529;1008;2751;04.10.2022;03.12.2022;109; 3 943 р. 
530;1051;1143;17.04.2023;28.05.2023;2092; 2 357 р. 
531;2937;1900;13.10.2022;28.10.2022;771; 4 409 р. 
532;379;1155;03.04.2023;09.06.2023;2372; 5 299 р. 
533;400;2066;18.11.2022;14.01.2023;2213; 8 135 р. 
534;1455;514;12.06.2023;05.08.2023;2605; 4 368 р. 
535;2798;1445;10.05.2023;18.07.2023;965; 9 173 р. 
536;992;2123;04.02.2023;28.02.2023;1028; 9 037 р. 
537;1936;1908;26.03.2023;20.05.2023;2068; 806 р. 
538;1436;2622;14.02.2023;07.05.2023;786; 8 517 р. 
539;611;2880;20.06.2023;16.08.2023;728; 2 182 р. 
540;1352;2820;23.12.2022;16.02.2023;890; 3 976 р. 
541;706;2166;17.05.2023;03.07.2023;2669; 3 393 р. 
542;642;2555;29.01.2023;29.04.2023;447; 7 335 р. 
543;2436;1194;28.10.2022;24.12.2022;2840; 9 541 р. 
544;306;322;10.10.2022;30.12.2022;998; 219 р. 
545;2061;139;08.12.2022;18.03.2023;885; 8 273 р. 
546;1166;45;01.02.2023;28.02.2023;2565; 5 578 р. 
547;1962;1389;01.08.2023;22.10.2023;75; 2 115 р. 
548;2698;966;25.03.2023;07.04.2023;2982; 6 158 р. 
549;62;1654;17.11.2022;04.01.2023;1644; 9 558 р. 
550;1057;2391;10.12.2022;07.01.2023;564; 5 824 р. 
551;57;1585;23.05.2023;14.08.2023;2944; 4 817 р. 
552;2734;174;01.08.2023;07.09.2023;2554; 2 033 р. 
553;862;1784;05.09.2022;11.11.2022;697; 3 261 р. 
554;685;294;02.12.2022;26.12.2022;907; 464 р. 
555;2016;1062;09.05.2023;24.07.2023;2577; 4 916 р. 
556;1378;1145;15.03.2023;16.04.2023;2138; 7 357 р. 
557;393;756;22.01.2023;12.04.2023;372; 1 478 р. 
558;1896;2643;31.05.2023;14.08.2023;1620; 7 238 р. 
559;307;2196;21.02.2023;02.05.2023;125; 7 563 р. 
560;1175;2761;17.02.2023;15.04.2023;1850; 8 266 р. 
561;1276;1055;07.05.2023;26.06.2023;2079; 1 606 р. 
562;585;2422;30.11.2022;20.02.2023;1073; 8 316 р. 
563;171;2379;02.08.2023;01.10.2023;60; 397 р. 
564;2850;2528;02.03.2023;20.03.2023;1390; 3 036 р. 
565;1408;337;08.03.2023;07.05.2023;2995; 5 978 р. 
566;2954;889;17.06.2023;11.07.2023;734; 9 660 р. 
567;2522;1824;23.12.2022;22.02.2023;1904; 8 850 р. 
568;380;366;16.07.2023;03.08.2023;2935; 5 396 р. 
569;2202;2464;25.01.2023;21.04.2023;2345; 1 422 р. 
570;308;1689;12.06.2023;01.08.2023;88; 2 030 р. 
571;1933;2294;03.02.2023;26.04.2023;957; 8 574 р. 
572;459;193;11.04.2023;26.04.2023;537; 7 096 р. 
573;186;78;29.04.2023;20.05.2023;1145; 6 350 р. 
574;742;439;12.09.2022;04.11.2022;1012; 2 714 р. 
575;1880;2232;02.08.2023;26.10.2023;742; 6 004 р. 
576;2592;1265;31.05.2023;24.07.2023;1458; 4 476 р. 
577;1547;1345;06.11.2022;20.01.2023;2142; 8 963 р. 
578;1466;2377;04.03.2023;17.04.2023;477; 7 472 р. 
579;361;2916;10.10.2022;15.12.2022;676; 5 405 р. 
580;2878;409;04.04.2023;10.05.2023;1936; 3 367 р. 
581;2442;782;28.03.2023;09.04.2023;683; 4 126 р. 
582;2466;2396;24.09.2022;14.11.2022;2126; 9 210 р. 
583;2409;1538;06.07.2023;20.09.2023;2509; 6 039 р. 
584;1274;1627;01.10.2022;08.11.2022;2638; 9 692 р. 
585;2287;2296;24.09.2022;02.01.2023;473; 7 243 р. 
586;157;2464;07.03.2023;23.03.2023;385; 9 079 р. 
587;2344;1865;04.12.2022;13.01.2023;1424; 8 849 р. 
588;2054;2641;25.11.2022;31.12.2022;2067; 8 199 р. 
589;1596;2534;30.11.2022;28.02.2023;2551; 6 620 р. 
590;1550;844;24.06.2023;08.08.2023;2708; 1 184 р. 
591;2754;2011;25.07.2023;08.10.2023;1192; 2 394 р. 
592;254;2004;10.02.2023;18.05.2023;1041; 6 518 р. 
593;1321;1735;28.11.2022;05.01.2023;837; 3 275 р. 
594;310;10;07.02.2023;18.02.2023;2985; 7 958 р. 
595;2216;1017;29.10.2022;22.11.2022;2416; 569 р. 
596;2859;617;14.04.2023;13.06.2023;131; 2 998 р. 
597;2567;1156;26.06.2023;25.09.2023;2124; 9 329 р. 
598;1519;2150;26.10.2022;05.01.2023;2368; 8 724 р. 
599;218;1802;26.10.2022;20.11.2022;211; 1 883 р. 
600;2307;2113;18.10.2022;21.01.2023;1780; 5 495 р. 
601;793;2762;04.09.2022;07.11.2022;2068; 9 136 р. 
602;888;2826;13.03.2023;09.04.2023;2526; 3 359 р. 
603;1649;610;19.11.2022;08.01.2023;432; 1 369 р. 
604;1922;1177;03.04.2023;26.05.2023;2923; 6 076 р. 
605;2537;1399;28.02.2023;01.06.2023;2443; 2 637 р. 
606;892;2919;19.10.2022;21.01.2023;579; 5 949 р. 
607;1486;458;06.05.2023;15.07.2023;980; 583 р. 
608;78;1292;24.01.2023;29.04.2023;2534; 7 867 р. 
609;1588;531;16.07.2023;02.08.2023;1967; 6 409 р. 
610;2890;885;19.01.2023;03.03.2023;1170; 1 501 р. 
611;2123;1865;10.11.2022;31.12.2022;772; 8 847 р. 
612;2612;1872;01.04.2023;25.05.2023;569; 3 305 р. 
613;897;1331;14.12.2022;10.01.2023;2131; 1 898 р. 
614;910;1171;08.02.2023;11.05.2023;2250; 5 268 р. 
615;2512;2211;03.08.2023;27.10.2023;2810; 8 445 р. 
616;2657;2880;18.08.2022;10.09.2022;1056; 5 549 р. 
617;58;704;05.04.2023;02.06.2023;267; 9 949 р. 
618;1816;24;20.12.2022;09.02.2023;2839; 3 762 р. 
619;343;1007;23.07.2023;18.10.2023;1066; 2 942 р. 
620;1549;742;19.12.2022;13.02.2023;1846; 6 525 р. 
621;2553;992;12.05.2023;02.08.2023;1811; 403 р. 
622;1073;2639;22.02.2023;04.03.2023;1449; 3 566 р. 
623;387;2635;06.02.2023;08.04.2023;421; 8 842 р. 
624;42;1395;05.05.2023;09.08.2023;591; 1 533 р. 
625;450;964;08.12.2022;02.01.2023;1888; 8 434 р. 
626;1832;1465;20.12.2022;11.03.2023;2097; 1 962 р. 
627;1198;1973;30.01.2023;27.02.2023;378; 6 139 р. 
628;1395;2750;16.06.2023;27.06.2023;2263; 3 672 р. 
629;2380;2088;28.09.2022;06.01.2023;1199; 3 499 р. 
630;122;2107;23.12.2022;16.02.2023;1614; 7 421 р. 
631;2179;2678;17.02.2023;08.03.2023;2691; 3 588 р. 
632;1790;1980;20.06.2023;25.08.2023;328; 4 020 р. 
633;2463;479;25.07.2023;04.08.2023;1916; 9 324 р. 
634;2530;23;29.09.2022;26.12.2022;302; 9 263 р. 
635;2432;2803;28.06.2023;18.07.2023;1125; 2 146 р. 
636;2084;2011;08.07.2023;10.10.2023;57; 3 158 р. 
637;1849;2219;01.08.2023;18.09.2023;2915; 8 266 р. 
638;914;1741;29.03.2023;26.05.2023;626; 8 713 р. 
639;438;1557;12.02.2023;07.05.2023;1451; 5 316 р. 
640;278;1597;23.02.2023;17.05.2023;1965; 8 135 р. 
641;1173;1061;08.08.2023;12.10.2023;2023; 1 692 р. 
642;641;802;03.06.2023;04.08.2023;2993; 631 р. 
643;1045;1524;22.09.2022;22.12.2022;915; 1 515 р. 
644;976;2043;19.12.2022;12.01.2023;2286; 236 р. 
645;2981;1269;18.01.2023;23.04.2023;904; 3 512 р. 
646;1344;575;15.02.2023;13.05.2023;63; 6 409 р. 
647;316;2740;06.04.2023;26.05.2023;2701; 2 927 р. 
648;2668;528;31.10.2022;06.01.2023;1935; 2 336 р. 
649;287;465;12.03.2023;18.06.2023;214; 5 003 р. 
650;555;2443;01.08.2023;31.08.2023;2184; 2 361 р. 
651;2458;37;30.05.2023;21.07.2023;1065; 5 217 р. 
652;1663;23;02.11.2022;14.11.2022;1780; 3 356 р. 
653;2104;2546;13.08.2023;12.09.2023;2089; 7 642 р. 
654;2535;1413;02.09.2022;29.10.2022;1289; 4 644 р. 
655;1081;2582;03.12.2022;13.12.2022;1664; 2 191 р. 
656;1974;923;06.07.2023;07.10.2023;462; 8 216 р. 
657;1041;2781;08.10.2022;02.01.2023;2090; 5 397 р. 
658;61;185;10.12.2022;22.02.2023;2999; 8 707 р. 
659;1148;1185;21.12.2022;28.01.2023;1677; 3 110 р. 
660;2168;430;13.11.2022;14.01.2023;379; 6 833 р. 
661;893;1975;20.03.2023;30.03.2023;2748; 3 507 р. 
662;2994;2241;13.08.2023;15.11.2023;1782; 8 456 р. 
663;2486;2566;11.02.2023;02.04.2023;196; 5 024 р. 
664;364;899;14.10.2022;31.12.2022;2329; 6 193 р. 
665;1137;2031;13.02.2023;03.03.2023;140; 5 174 р. 
666;1343;1971;25.11.2022;01.03.2023;328; 1 357 р. 
667;2416;643;13.11.2022;29.01.2023;2499; 8 856 р. 
668;1652;1256;18.10.2022;27.11.2022;465; 8 272 р. 
669;1420;879;15.11.2022;29.11.2022;1555; 7 355 р. 
670;775;1309;02.07.2023;21.07.2023;60; 8 747 р. 
671;1186;1739;05.09.2022;18.09.2022;1456; 6 643 р. 
672;2273;2133;21.07.2023;23.10.2023;258; 4 262 р. 
673;294;1450;09.05.2023;08.07.2023;807; 7 219 р. 
674;536;2645;31.01.2023;20.04.2023;489; 1 887 р. 
675;524;305;10.01.2023;25.03.2023;1465; 3 128 р. 
676;1378;2056;19.04.2023;07.05.2023;2407; 6 283 р. 
677;1339;2398;18.11.2022;09.01.2023;603; 4 686 р. 
678;2693;1860;24.06.2023;12.08.2023;1362; 2 385 р. 
679;2556;1163;17.05.2023;06.08.2023;1786; 3 432 р. 
680;1684;2935;19.09.2022;14.11.2022;2930; 1 614 р. 
681;2563;1974;11.09.2022;01.12.2022;736; 3 449 р. 
682;1283;2082;04.05.2023;15.06.2023;117; 1 251 р. 
683;1873;2488;25.08.2022;25.09.2022;694; 1 400 р. 
684;547;641;15.07.2023;28.09.2023;1282; 8 983 р. 
685;2432;2011;16.07.2023;11.10.2023;957; 5 719 р. 
686;1583;2321;23.09.2022;03.12.2022;310; 8 159 р. 
687;1264;2888;28.01.2023;18.04.2023;2164; 8 047 р. 
688;1736;1557;31.01.2023;01.03.2023;586; 7 109 р. 
689;691;394;02.02.2023;08.04.2023;1987; 2 127 р. 
690;811;1303;03.11.2022;08.12.2022;2682; 4 494 р. 
691;456;1679;12.08.2023;02.10.2023;149; 3 416 р. 
692;2848;1393;21.01.2023;13.02.2023;2758; 987 р. 
693;2230;2743;29.11.2022;19.01.2023;2331; 2 026 р. 
694;2146;139;17.10.2022;25.11.2022;2387; 8 949 р. 
695;1190;1843;02.12.2022;28.02.2023;2189; 850 р. 
696;600;399;12.01.2023;01.04.2023;277; 1 767 р. 
697;693;1470;04.03.2023;02.04.2023;768; 5 940 р. 
698;2035;1100;29.01.2023;03.05.2023;723; 9 618 р. 
699;1555;1045;16.10.2022;01.11.2022;1892; 5 183 р. 
700;1917;2133;12.04.2023;04.05.2023;791; 2 415 р. 
701;34;63;26.04.2023;20.05.2023;104; 2 508 р. 
702;989;1916;02.06.2023;02.09.2023;2944; 9 282 р. 
703;1538;2418;23.06.2023;07.09.2023;1124; 4 395 р. 
704;1371;388;27.01.2023;06.04.2023;2227; 5 165 р. 
705;396;317;28.09.2022;14.11.2022;316; 1 298 р. 
706;2827;2616;06.02.2023;07.04.2023;1923; 7 360 р. 
707;2369;800;03.01.2023;07.03.2023;462; 476 р. 
708;1890;1275;13.04.2023;18.05.2023;2342; 8 257 р. 
709;2303;81;31.08.2022;11.09.2022;112; 9 421 р. 
710;1249;972;05.11.2022;08.02.2023;194; 2 290 р. 
711;639;1289;28.12.2022;14.01.2023;847; 3 413 р. 
712;276;2310;15.01.2023;06.04.2023;2523; 7 180 р. 
713;119;742;02.10.2022;02.12.2022;1192; 1 667 р. 
714;1906;1565;20.10.2022;16.01.2023;123; 7 466 р. 
715;230;2116;21.11.2022;22.01.2023;878; 2 972 р. 
716;2848;2579;11.02.2023;26.03.2023;1995; 5 694 р. 
717;2715;1546;02.03.2023;15.04.2023;2208; 4 501 р. 
718;388;1027;03.04.2023;09.07.2023;2658; 9 093 р. 
719;1408;249;28.03.2023;28.04.2023;2844; 5 499 р. 
720;1579;1156;20.03.2023;17.05.2023;36; 6 469 р. 
721;200;1522;10.06.2023;30.07.2023;1280; 9 108 р. 
722;2824;1462;30.03.2023;15.06.2023;1147; 9 331 р. 
723;694;494;26.05.2023;24.06.2023;1002; 6 601 р. 
724;512;1039;08.09.2022;20.11.2022;2322; 7 963 р. 
725;1416;1128;26.11.2022;03.02.2023;1202; 1 985 р. 
726;1092;251;01.12.2022;08.01.2023;2716; 8 720 р. 
727;669;1011;23.11.2022;28.12.2022;2872; 7 168 р. 
728;365;2899;08.07.2023;29.08.2023;107; 4 668 р. 
729;585;1842;28.07.2023;14.08.2023;2195; 4 483 р. 
730;1310;1766;15.01.2023;28.02.2023;603; 5 253 р. 
731;992;2704;03.12.2022;13.03.2023;1272; 5 027 р. 
732;324;2316;22.01.2023;22.03.2023;1069; 1 302 р. 
733;693;2196;10.06.2023;17.09.2023;2321; 6 579 р. 
734;1719;1991;11.06.2023;22.07.2023;2991; 7 970 р. 
735;539;1541;02.01.2023;08.04.2023;611; 3 079 р. 
736;1011;1853;18.08.2022;16.10.2022;979; 9 300 р. 
737;936;40;06.11.2022;22.11.2022;2501; 7 451 р. 
738;656;626;18.08.2022;13.10.2022;1713; 4 063 р. 
739;733;746;02.08.2023;11.09.2023;569; 1 965 р. 
740;342;1174;30.05.2023;29.06.2023;342; 7 444 р. 
741;2221;2316;15.08.2023;11.10.2023;137; 4 688 р. 
742;2737;1995;16.08.2022;30.09.2022;238; 3 749 р. 
743;1050;779;18.08.2022;17.10.2022;539; 4 698 р. 
744;810;2084;17.06.2023;05.08.2023;580; 7 163 р. 
745;1538;955;30.06.2023;12.09.2023;2277; 1 381 р. 
746;479;896;11.02.2023;21.05.2023;1030; 2 726 р. 
747;2442;447;05.04.2023;14.05.2023;2320; 5 643 р. 
748;1852;367;14.05.2023;25.05.2023;318; 6 567 р. 
749;990;1712;23.10.2022;05.11.2022;2749; 1 382 р. 
750;1081;1139;31.01.2023;09.05.2023;1026; 8 660 р. 
751;1115;593;12.10.2022;23.10.2022;1945; 3 245 р. 
752;368;1106;31.01.2023;18.02.2023;545; 4 300 р. 
753;1767;1906;25.03.2023;24.04.2023;1997; 1 917 р. 
754;2036;987;05.07.2023;08.08.2023;1270; 8 092 р. 
755;1565;164;14.11.2022;10.12.2022;1796; 7 353 р. 
756;850;2542;15.09.2022;04.10.2022;2373; 5 503 р. 
757;1449;1143;26.01.2023;16.04.2023;67; 6 596 р. 
758;1528;2370;06.04.2023;01.07.2023;1031; 5 101 р. 
759;220;159;14.11.2022;28.01.2023;2844; 9 524 р. 
760;905;2887;26.01.2023;10.02.2023;1524; 7 400 р. 
761;1131;2001;19.07.2023;06.09.2023;2053; 4 641 р. 
762;539;1599;03.08.2023;08.09.2023;2633; 6 052 р. 
763;2242;1071;28.12.2022;04.03.2023;1325; 2 452 р. 
764;2181;1290;30.12.2022;24.02.2023;909; 6 728 р. 
765;2286;2282;24.12.2022;05.02.2023;1628; 2 450 р. 
766;758;294;05.02.2023;22.04.2023;55; 5 375 р. 
767;2376;1887;20.03.2023;19.06.2023;2989; 3 999 р. 
768;2467;2268;06.03.2023;10.05.2023;2475; 4 000 р. 
769;2390;2290;17.04.2023;05.06.2023;370; 9 909 р. 
770;2250;448;04.10.2022;07.12.2022;772; 9 667 р. 
771;735;217;04.01.2023;16.03.2023;1160; 423 р. 
772;2780;301;31.01.2023;16.02.2023;1457; 8 112 р. 
773;2511;1;23.08.2022;07.11.2022;250; 756 р. 
774;2958;9;25.02.2023;04.06.2023;2765; 6 242 р. 
775;1766;2671;18.01.2023;22.04.2023;1377; 9 294 р. 
776;708;2001;02.09.2022;11.12.2022;1447; 8 368 р. 
777;608;2358;07.12.2022;18.12.2022;1509; 5 697 р. 
778;1043;2171;29.11.2022;05.03.2023;2493; 4 691 р. 
779;720;1193;17.11.2022;19.12.2022;729; 9 898 р. 
780;2984;1485;13.09.2022;23.09.2022;884; 359 р. 
781;2668;2409;19.05.2023;11.06.2023;412; 7 731 р. 
782;515;931;08.09.2022;06.11.2022;985; 6 633 р. 
783;1931;2442;06.01.2023;18.02.2023;654; 9 366 р. 
784;2433;429;13.09.2022;04.10.2022;939; 8 999 р. 
785;824;15;25.07.2023;24.09.2023;742; 8 982 р. 
786;263;2654;01.04.2023;21.06.2023;1619; 8 645 р. 
787;2863;1215;24.02.2023;03.04.2023;2624; 9 219 р. 
788;2633;312;20.08.2022;21.09.2022;1017; 1 728 р. 
789;837;2915;23.11.2022;31.12.2022;2304; 9 518 р. 
790;2136;1869;20.03.2023;12.06.2023;388; 3 851 р. 
791;2858;543;27.04.2023;27.05.2023;2412; 2 871 р. 
792;569;158;22.11.2022;24.01.2023;1839; 6 392 р. 
793;1786;2496;14.04.2023;13.05.2023;1778; 7 490 р. 
794;223;913;12.08.2023;29.08.2023;1641; 798 р. 
795;2320;99;16.07.2023;07.09.2023;1742; 4 646 р. 
796;804;1041;03.07.2023;17.07.2023;2929; 2 374 р. 
797;172;960;22.07.2023;06.09.2023;1510; 6 601 р. 
798;1192;2460;11.03.2023;08.06.2023;2137; 9 332 р. 
799;1904;2788;20.11.2022;24.02.2023;1457; 5 113 р. 
800;1195;2331;10.05.2023;03.07.2023;1548; 8 140 р. 
801;1504;504;08.05.2023;18.05.2023;1237; 7 984 р. 
802;831;225;15.08.2023;31.08.2023;1699; 9 123 р. 
803;153;667;28.06.2023;20.07.2023;2912; 5 961 р. 
804;216;2996;15.12.2022;02.03.2023;2114; 6 830 р. 
805;820;2812;27.12.2022;07.01.2023;1809; 6 972 р. 
806;737;751;18.10.2022;01.11.2022;2723; 584 р. 
807;790;210;09.10.2022;05.12.2022;999; 4 593 р. 
808;261;1492;06.09.2022;12.10.2022;487; 9 049 р. 
809;1656;318;06.09.2022;17.11.2022;2277; 2 481 р. 
810;2615;1106;06.08.2023;14.09.2023;1698; 4 416 р. 
811;2958;493;26.08.2022;28.09.2022;1733; 9 040 р. 
812;113;2384;21.10.2022;28.12.2022;2403; 4 295 р. 
813;1974;1407;30.10.2022;31.12.2022;1717; 6 413 р. 
814;828;2933;15.01.2023;29.01.2023;1193; 268 р. 
815;2106;1350;19.12.2022;26.02.2023;1586; 8 353 р. 
816;734;735;21.12.2022;08.03.2023;1214; 3 865 р. 
817;2446;156;27.06.2023;27.09.2023;2444; 6 941 р. 
818;1020;1597;07.04.2023;12.05.2023;579; 5 959 р. 
819;1705;1561;11.11.2022;04.02.2023;2016; 5 709 р. 
820;2465;1846;29.01.2023;17.03.2023;2894; 872 р. 
821;1137;1742;20.12.2022;15.03.2023;1918; 3 494 р. 
822;576;2767;05.01.2023;20.01.2023;2583; 8 049 р. 
823;2213;920;21.09.2022;13.11.2022;1126; 8 934 р. 
824;1072;1863;14.10.2022;13.01.2023;2215; 4 050 р. 
825;2259;2361;16.10.2022;27.12.2022;1039; 3 072 р. 
826;1372;2624;05.11.2022;12.02.2023;1980; 4 684 р. 
827;417;1852;08.05.2023;07.06.2023;1816; 8 520 р. 
828;67;1097;04.07.2023;22.09.2023;299; 1 306 р. 
829;1138;2893;30.05.2023;14.06.2023;2445; 3 738 р. 
830;1093;713;11.07.2023;13.09.2023;1667; 7 512 р. 
831;154;2473;30.07.2023;06.10.2023;2511; 2 519 р. 
832;1004;166;14.08.2023;30.10.2023;2591; 5 898 р. 
833;1168;2956;14.06.2023;08.08.2023;1071; 662 р. 
834;534;730;21.09.2022;02.10.2022;582; 6 862 р. 
835;2734;1019;08.04.2023;20.06.2023;1297; 8 507 р. 
836;1211;1779;07.08.2023;01.10.2023;1161; 2 946 р. 
837;1568;2659;17.12.2022;30.12.2022;2500; 5 048 р. 
838;2001;977;27.02.2023;01.04.2023;13; 9 167 р. 
839;532;211;03.04.2023;08.06.2023;261; 5 206 р. 
840;868;2817;25.10.2022;23.01.2023;2048; 6 018 р. 
841;24;1096;15.08.2023;06.11.2023;1840; 7 605 р. 
842;1645;2092;14.06.2023;01.09.2023;2788; 5 718 р. 
843;2715;309;10.06.2023;09.08.2023;1619; 3 562 р. 
844;1648;322;21.04.2023;19.06.2023;2632; 7 673 р. 
845;178;152;22.08.2022;23.09.2022;1910; 4 580 р. 
846;130;112;12.01.2023;27.02.2023;1796; 9 209 р. 
847;58;2218;10.02.2023;11.04.2023;1015; 4 453 р. 
848;670;416;30.03.2023;26.05.2023;2314; 9 039 р. 
